,temp_air,wind_speed,ghi,dni,dhi,total_clouds,low_clouds,mid_clouds,high_clouds
2022-04-03 02:00:00+08:00,29.837708,2.7862444,0.0,0.0,0.0,18.6,0.0,2.1,17.2
2022-04-03 05:00:00+08:00,29.882141,2.8469164,0.0,0.0,0.0,25.8,0.0,5.0,19.1
2022-04-03 08:00:00+08:00,29.828583,1.9374734,107.11614314146352,62.429670252155006,91.92741126272261,23.3,0.0,5.0,16.8
2022-04-03 11:00:00+08:00,30.149994,3.4814043,667.8834965137163,300.2284313606223,411.21894518353434,24.9,0.0,5.0,18.7
2022-04-03 14:00:00+08:00,30.437714,4.948219,813.7041489003512,380.4874336229026,446.3667208548942,18.5,0.0,2.9,14.6
2022-04-03 17:00:00+08:00,29.951447,5.116582,379.85089543749694,356.0802733978346,198.17517304531387,9.5,0.0,0.0,7.3
2022-04-03 20:00:00+08:00,29.557037,2.901741,0.0,0.0,0.0,10.5,0.0,1.7,7.2
2022-04-03 23:00:00+08:00,29.559143,2.3533802,0.0,0.0,0.0,5.5,0.0,5.0,0.0
2022-04-04 02:00:00+08:00,29.57193,2.5557725,0.0,0.0,0.0,7.3,0.0,5.0,1.7
2022-04-04 05:00:00+08:00,29.605927,2.4036388,0.0,0.0,0.0,10.6,0.0,5.0,5.0
2022-04-04 08:00:00+08:00,29.632416,2.2366226,119.75311316996805,108.3520521276066,93.2758626102544,9.1,0.0,5.0,3.3
2022-04-04 11:00:00+08:00,30.102264,2.8543591,758.412754842447,494.85571209084753,335.3121478686894,7.4,0.0,2.5,4.9
2022-04-04 14:00:00+08:00,30.715729,3.217351,890.5268639908617,489.9749968398506,417.94148188096665,5.5,0.0,3.0,2.5
2022-04-04 17:00:00+08:00,30.281464,3.4987898,394.3365947028093,409.950956182638,185.75409687185024,3.4,0.0,3.3,0.0
2022-04-04 20:00:00+08:00,29.644348,3.410351,0.0,0.0,0.0,2.6,0.0,1.7,0.8
2022-04-04 23:00:00+08:00,29.612885,2.275039,0.0,0.0,0.0,11.7,0.0,5.0,6.6
2022-04-05 02:00:00+08:00,29.578613,2.8576238,0.0,0.0,0.0,31.5,0.0,5.0,27.1
2022-04-05 05:00:00+08:00,29.649994,3.4053228,0.0,0.0,0.0,72.1,0.0,3.3,69.9
2022-04-05 08:00:00+08:00,29.634674,2.452697,62.6728978100257,0.0,62.6728978100257,78.7,0.0,1.7,77.5
2022-04-05 11:00:00+08:00,30.278625,2.2643194,428.4337146105627,51.760998358695744,384.17522028178973,71.1,0.0,3.3,69.1
2022-04-05 14:00:00+08:00,30.65747,3.2997153,634.4170374099666,139.60567992133522,499.90124552313614,48.0,0.0,2.9,45.0
2022-04-05 17:00:00+08:00,30.407623,3.6176965,140.5728342691768,0.0,140.5728342691768,100.0,0.0,0.0,100.0
2022-04-05 20:00:00+08:00,29.627594,4.0965424,0.0,0.0,0.0,59.9,0.0,0.4,59.3
